name,id,desc,type,access,val
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CO2_A.EnDev",4839,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - CO2 A coefficient",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CO2_A.Val",4842,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - CO2 A coefficient",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CO2_B.Dev",4843,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - CO2 B coefficient",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CO2_B.EnDev",4844,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - CO2 B coefficient",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CO2_B.Val",4847,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - CO2 B coefficient",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CtrlDirTempSet.Dev",4848,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Reserved",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CtrlDirTempSet.EnDev",4849,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Reserved",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CtrlDirTempSet.Val",4852,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Reserved",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CtrlLiqdSet.Dev",4853,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - flooded evap./cond. liquid level control set-point",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CtrlLiqdSet.EnDev",4854,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - flooded evap./cond. liquid level control set-point",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.CtrlLiqdSet.Val",4857,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - flooded evap./cond. liquid level control set-point",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.GasTyp.Dev",4858,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Refrigerant",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.GasTyp.EnDev",4859,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Refrigerant",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.GasTyp.Val",4862,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Refrigerant",INT,RW,5
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LOP_AlrmDT.Dev",4863,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - LOP (low evaporating temperature) alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LOP_AlrmDT.EnDev",4864,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - LOP (low evaporating temperature) alarm timeout",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LOP_AlrmDT.Val",4867,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - LOP (low evaporating temperature) alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSH_AlrmDT.Dev",4868,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - LowSH (low superheat) alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSH_AlrmDT.EnDev",4869,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - LowSH (low superheat) alarm timeout",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSH_AlrmDT.Val",4872,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - LowSH (low superheat) alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSuctAlrmDT.Dev",4873,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Low suction temperature alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSuctAlrmDT.EnDev",4874,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Low suction temperature alarm timeout",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSuctAlrmDT.Val",4877,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Low suction temperature alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSuctAlrmThrsh.Dev",4878,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Low suction temperature alarm threshold",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSuctAlrmThrsh.EnDev",4879,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Low suction temperature alarm threshold",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.LowSuctAlrmThrsh.Val",4882,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Low suction temperature alarm threshold",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.MOP_AlrmDT.Dev",4883,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - MOP (high evaporating temperature) alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.MOP_AlrmDT.EnDev",4884,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - MOP (high evaporating temperature) alarm timeout",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.MOP_AlrmDT.Val",4887,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - MOP (high evaporating temperature) alarm timeout",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.SH_WaitDT.Dev",4888,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Regulation starting delay",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.SH_WaitDT.EnDev",4889,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Regulation starting delay",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.SH_WaitDT.Val",4892,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Regulation starting delay",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StandByEEV_OpEn.Dev",4893,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Valve opened in stand-by",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StandByEEV_OpEn.EnDev",4894,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Valve opened in stand-by",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StandByEEV_OpEn.Val",4895,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Valve opened in stand-by",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StandByEEV_OpPos.Dev",4896,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Standby valve opening position %",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StandByEEV_OpPos.EnDev",4897,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Standby valve opening position %",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StandByEEV_OpPos.Val",4900,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Standby valve opening position %",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StartEEV_OpRatio.Dev",4901,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Valve nominal opening at start-up (EVAP/EEV capacity ratio)",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StartEEV_OpRatio.EnDev",4902,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Valve nominal opening at start-up (EVAP/EEV capacity ratio)",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Regulation.StartEEV_OpRatio.Val",4905,"Circuit 2 ExV parameters - EVD parameters - Regulation parameters configuration - Valve nominal opening at start-up (EVAP/EEV capacity ratio)",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.SelfTuning.SelfTuningEn.Dev",4906,"Circuit 2 ExV parameters - EVD parameters - Self tuning variables and parameters - Reserved",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.SelfTuning.SelfTuningEn.EnDev",4907,"Circuit 2 ExV parameters - EVD parameters - Self tuning variables and parameters - Reserved",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.SelfTuning.SelfTuningEn.Val",4908,"Circuit 2 ExV parameters - EVD parameters - Self tuning variables and parameters - Reserved",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.SelfTuning.SelfTuningMethod.Dev",4911,"Circuit 2 ExV parameters - EVD parameters - Self tuning variables and parameters - Tuning method",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.SelfTuning.SelfTuningMethod.EnDev",4912,"Circuit 2 ExV parameters - EVD parameters - Self tuning variables and parameters - Tuning method",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.SelfTuning.SelfTuningMethod.Val",4915,"Circuit 2 ExV parameters - EVD parameters - Self tuning variables and parameters - Tuning method",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.System.DC_SupplyEn.Dev",4917,"Circuit 2 ExV parameters - EVD parameters - System configuration - DC power supply enabling",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.System.DC_SupplyEn.EnDev",4918,"Circuit 2 ExV parameters - EVD parameters - System configuration - DC power supply enabling",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.System.DC_SupplyEn.Val",4919,"Circuit 2 ExV parameters - EVD parameters - System configuration - DC power supply enabling",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.System.EVD_CanGo.Dev",4920,"Circuit 2 ExV parameters - EVD parameters - System configuration - Enable EVD regulation",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.System.EVD_CanGo.EnDev",4921,"Circuit 2 ExV parameters - EVD parameters - System configuration - Enable EVD regulation",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.System.EVD_CanGo.Val",4922,"Circuit 2 ExV parameters - EVD parameters - System configuration - Enable EVD regulation",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Variables.EEV_PosPercent.Val",4957,"Circuit 2 ExV parameters - EVD parameters - Status variables - Valve opening",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.EVD.Variables.SH.Val",4978,"Circuit 2 ExV parameters - EVD parameters - Status variables - Superheat",REAL,RW,0.00
"BLDC_Mng_Circ2.Params_EVDEMB.Private.DefaultDone",5017,"Circuit 2 ExV parameters - Private - Default done flag",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Private.SuperAuxRegulationComOld",5018,"Circuit 2 ExV parameters - Private - Auxiliary regulation",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Private.SuperMainRegulationOld",5019,"Circuit 2 ExV parameters - Private - Main regulation",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.AuxRegulationCom.Dev",5020,"Circuit 2 ExV parameters - Superparameters - Auxiliary regulation",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.AuxRegulationCom.EnDev",5021,"Circuit 2 ExV parameters - Superparameters - Auxiliary regulation",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.AuxRegulationCom.Val",5024,"Circuit 2 ExV parameters - Superparameters - Auxiliary regulation",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.EEVtype.Dev",5025,"Circuit 2 ExV parameters - Superparameters - Valve",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.EEVtype.EnDev",5026,"Circuit 2 ExV parameters - Superparameters - Valve",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.EEVtype.Val",5029,"Circuit 2 ExV parameters - Superparameters - Valve",INT,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.MainRegulation.Dev",5030,"Circuit 2 ExV parameters - Superparameters - Main regulation",INT,RW,8
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.MainRegulation.EnDev",5031,"Circuit 2 ExV parameters - Superparameters - Main regulation",BOOL,RW,0
"BLDC_Mng_Circ2.Params_EVDEMB.Superparameters.MainRegulation.Val",5034,"Circuit 2 ExV parameters - Superparameters - Main regulation",INT,RW,8
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.AlrmDT",5035,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.AlrmThrshHigh",5036,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.AlrmThrshLow",5037,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.AlrmWhatToDo",5038,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.EnAlrm",5039,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.PrbOffset",5040,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.PrbRangeMax",5041,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.PrbRangeMin",5042,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S1.PrbTyp",5043,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.AlrmDT",5044,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.AlrmThrshHigh",5045,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.AlrmThrshLow",5046,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.AlrmWhatToDo",5047,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.EnAlrm",5048,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.PrbOffset",5049,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S2.PrbTyp",5050,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.AlrmDT",5051,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.AlrmThrshHigh",5052,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.AlrmThrshLow",5053,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.AlrmWhatToDo",5054,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.EnAlrm",5055,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.PrbOffset",5056,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.PrbRangeMax",5057,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.PrbRangeMin",5058,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S3.PrbTyp",5059,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.AlrmDT",5060,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.AlrmThrshHigh",5061,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.AlrmThrshLow",5062,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.AlrmWhatToDo",5063,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.EnAlrm",5064,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.PrbOffset",5065,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_1.S4.PrbTyp",5066,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.AlrmDT",5067,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.AlrmThrshHigh",5068,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.AlrmThrshLow",5069,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.AlrmWhatToDo",5070,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.EnAlrm",5071,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.PrbOffset",5072,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.PrbRangeMax",5073,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.PrbRangeMin",5074,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S1.PrbTyp",5075,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.AlrmDT",5076,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.AlrmThrshHigh",5077,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.AlrmThrshLow",5078,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.AlrmWhatToDo",5079,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.EnAlrm",5080,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.PrbOffset",5081,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S2.PrbTyp",5082,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.AlrmDT",5083,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.AlrmThrshHigh",5084,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.AlrmThrshLow",5085,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.AlrmWhatToDo",5086,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.EnAlrm",5087,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.PrbOffset",5088,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.PrbRangeMax",5089,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.PrbRangeMin",5090,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S3.PrbTyp",5091,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.AlrmDT",5092,"Probes configuration parameters (input)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.AlrmThrshHigh",5093,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.AlrmThrshLow",5094,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.AlrmWhatToDo",5095,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.EnAlrm",5096,"Probes configuration parameters (input)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.PrbOffset",5097,"Probes configuration parameters (input)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfgIn_EVDEVO2Emb_2.S4.PrbTyp",5098,"Probes configuration parameters (input)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.AlrmDT",5099,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.AlrmThrshHigh",5100,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.AlrmThrshLow",5101,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.AlrmWhatToDo",5102,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.EnAlrm",5103,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.PrbOffset",5104,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.PrbRangeMax",5105,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.PrbRangeMin",5106,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S1.PrbTyp",5107,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.AlrmDT",5108,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.AlrmThrshHigh",5109,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.AlrmThrshLow",5110,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.AlrmWhatToDo",5111,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.EnAlrm",5112,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.PrbOffset",5113,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S2.PrbTyp",5114,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.AlrmDT",5115,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.AlrmThrshHigh",5116,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.AlrmThrshLow",5117,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.AlrmWhatToDo",5118,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.EnAlrm",5119,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.PrbOffset",5120,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.PrbRangeMax",5121,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.PrbRangeMin",5122,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S3.PrbTyp",5123,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.AlrmDT",5124,"Probes configuration parameters (output)",INT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.AlrmThrshHigh",5125,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.AlrmThrshLow",5126,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.AlrmWhatToDo",5127,"Probes configuration parameters (output)",UINT,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.EnAlrm",5128,"Probes configuration parameters (output)",BOOL,RW,0
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.PrbOffset",5129,"Probes configuration parameters (output)",REAL,RW,0.00
"BLDC_Mng_Circ2.PrbCfg_EVDEVO2Emb_1.S4.PrbTyp",5130,"Probes configuration parameters (output)",UINT,RW,0
